Symptoms	IsUrgent
تجشؤ متقطع بعد الأكل دون ألم صدري	false
انزعاج بطني خفيف بعد وجبة دسمة زال تماما	false
غازات بعد الملفوف دون حمى أو ألم شديد	false
شعور خفيف بالشبع بعد وجبة كبيرة دون غثيان	false
قرقرة عند الجوع تزول بعد الطعام	false
مغص خفيف عابر بعد أكل سريع دون أعراض أخرى	false
انتفاخ معتاد مساء يتحسن دون تغير بالتبرز	false
تقلص بطني بسيط زال بعد إخراج الغازات	false
انزعاج خفيف بعد مشروب غازي دون قيء	false
امتلاء مؤقت بعد إفراط بالطعام مع نشاط طبيعي	false
قيء كميات كبيرة من الدم مع ضعف شديد	true
قيء يشبه تفل القهوة مع دوخة وإغماء	true
براز أسود قطراني مع خفقان وشحوب	true
نزف شرجي غزير مع تعرق بارد	true
خروج دم متكرر بالبراز مع قرب الإغماء	true
إسهال دموي غزير مع جفاف وتشوش	true
قيء دموي أثناء تناول مميعات مع دوخة	true
دم غزير من المستقيم مع نبض سريع	true
براز أسود مع ضيق تنفس وضعف شديد	true
قيء دموي مع ألم بطني شديد	true
نزيف شرجي مستمر مع انخفاض ضغط مقاس	true
إسهال دموي مع حمى عالية واضطراب وعي	true
تقيؤ دم أحمر مع برودة الأطراف	true
براز ممزوج بدم كثير مع انهيار	true
نزف شرجي بعد إصابة مع ألم شديد ودوخة	true
براز قاس مرة واحدة دون ألم أو دم	false
إمساك خفيف ليوم مع خروج غازات طبيعي	false
حكة شرجية بسيطة دون نزيف أو ألم	false
براز لين مرة واحدة مع شرب وأكل طبيعيين	false
تغير عابر بقوام البراز بعد تغيير الغذاء دون دم	false
إمساك معتاد خفيف دون قيء أو انتفاخ شديد	false
إسهال خفيف مرتين لدى بالغ دون حمى أو جفاف	false
غازات مع تبرز طبيعي دون نزيف	false
صعوبة بسيطة بالتبرز بعد قلة الألياف دون ألم شديد	false
انزعاج خفيف أثناء التبرز زال دون دم	false
براز لين بعد وجبة دسمة دون ألم أو حمى	false
حكة سطحية حول الشرج بعد صابون دون جرح	false
إمساك بسيط مع شهية طبيعية ودون انتفاخ	false
حاجة للتبرز بعد القهوة دون ألم أو نزيف	false
اضطراب خفيف عابر بالتبرز تحسن دون أعراض عامة	false
قيء مستمر مع انقطاع البول ونعاس شديد	true
إسهال غزير مع إغماء وبرودة الأطراف	true
عدم القدرة على الاحتفاظ بالسوائل مع تشوش	true
جفاف شديد بالفم مع نبض سريع وانخفاض ضغط	true
قيء متكرر مع دم وقرب الإغماء	true
إسهال متواصل مع ضعف يمنع الوقوف	true
قيء شديد مع تشنجات واضطراب وعي	true
قلة بول شديدة مع خمول وجفاف بعد إسهال	true
قيء مستمر مع ألم رأس شديد وتيبس رقبة	true
إسهال شديد مع تنفس سريع وتشوش	true
قيء متكرر مع بطن منتفخ وصلب	true
دوخة شديدة مع انعدام التبول بعد قيء متواصل	true
قيء مع صعوبة الإيقاظ وجفاف واضح	true
إسهال غزير مع ألم بطني شديد ودم	true
قيء متواصل مع نبض ضعيف وإغماء	true
عطش بسيط بعد المشي زال بشرب الماء	false
جفاف خفيف بالفم صباحا يزول بالشرب	false
غثيان خفيف بعد وجبة كبيرة دون قيء	false
قيء مرة واحدة لدى بالغ ثم عاد للأكل والشرب	false
براز رخو مرتان مع تبول طبيعي ودون حمى	false
غثيان سفر خفيف دون دوخة مستمرة	false
عطش بعد طعام مالح دون ضعف أو كثرة تبول	false
جفاف شفاه بسيط مع تبول ونشاط طبيعيين	false
غثيان عابر بعد رائحة قوية زال تماما	false
اضطراب معدة خفيف تحسن مع تحمل السوائل	false
عطش خفيف بعد التمرين دون دوخة أو خفقان	false
غثيان بسيط بعد أكل سريع دون ألم شديد	false
جفاف فم بعد الكلام الطويل يزول بالماء	false
براز لين عابر دون دم مع شهية طبيعية	false
غثيان خفيف معتاد بالحافلة دون قيء متكرر	false
مريض سكري فاقد الوعي مع تعرق غزير	true
سكر منخفض مقاس مع تشنجات	true
سكر مرتفع جدا مع قيء وتنفس عميق	true
عطش شديد مع رائحة نفس فاكهية وتشوش	true
ارتباك وتعرق لدى مستخدم إنسولين مع عجز عن البلع	true
سكر منخفض مع صعوبة الإيقاظ	true
قيء وألم بطني مع تنفس عميق لدى مريض سكري	true
سكر مرتفع مع جفاف شديد وعدم استجابة	true
تشنج بعد جرعة إنسولين زائدة	true
ضعف شديد مع سكر منخفض لا يتحسن بعد العلاج المعتاد	true
مريض سكري يتنفس بصعوبة مع اضطراب وعي	true
فقدان وعي بعد تفويت وجبة وأخذ إنسولين	true
سكر مرتفع مع قيء مستمر وكيتونات مرتفعة	true
نعاس شديد مع عطش وتبول غزير وسكر مرتفع	true
تعرق ورجفة يتبعهما فقدان وعي لدى مريض سكري	true
جوع قبل موعد الغداء دون رجفة أو دوخة	false
تعب خفيف بعد تمرين زال مع الطعام والراحة	false
رغبة بالحلوى بعد وجبة دون أعراض أخرى	false
جفاف فم عابر بعد قهوة زال بالماء	false
عطش معتدل بعد طعام حار دون كثرة تبول	false
جوع بعد مشي طويل مع وعي ونشاط طبيعيين	false
خمول بسيط بعد وجبة كبيرة دون تشوش	false
تعرق خفيف أثناء تمرين معتدل زال بالراحة	false
تعب مؤقت بعد السهر مع أكل وشرب طبيعيين	false
إحساس بالدفء بعد مشروب ساخن دون دوخة	false
رعشة خفيفة بسبب البرد زالت بالتدفئة	false
جوع صباحي يزول بالفطور دون تعرق أو ضعف	false
جفاف شفاه في غرفة جافة دون عطش شديد	false
تعب بسيط بعد صيام قصير زال بالطعام دون إغماء	false
تعرق محدود بعد صعود الدرج دون ألم أو دوخة	false
حمى عالية مع تشوش وانخفاض ضغط	true
رجفة شديدة مع تنفس سريع وبرودة الأطراف	true
حمى مع طفح لا يبهت بالضغط ونعاس	true
حمى مع صعوبة الإيقاظ وتيبس الرقبة	true
حمى لدى متلقي علاج كيميائي مع رجفة	true
حمى مع ألم شديد واحمرار سريع الانتشار بالساق	true
جرح ملتهب مع تشوش ونبض سريع	true
حمى مع ضيق تنفس وازرقاق	true
حمى شديدة مع انقطاع البول وهبوط ضغط	true
حمى بعد جراحة مع ارتباك وألم متفاقم	true
حمى مع ألم خاصرة وقيء وانخفاض ضغط	true
قشعريرة شديدة مع اصفرار وألم بطني حاد	true
حمى مع بقع أرجوانية تنتشر بسرعة	true
حرارة مرتفعة مع تشنج وفقدان وعي	true
حمى مع صداع شديد واضطراب كلام	true
زكام خفيف لدى بالغ مع نشاط طبيعي دون حمى	false
عطاس متفرق مع رشح بسيط دون ضيق تنفس	false
احتقان حلق خفيف دون حمى أو صعوبة بلع	false
سعال بسيط يتحسن مع زكام دون ألم صدري	false
سيلان أنف يومين مع أكل وشرب طبيعيين	false
خشونة حلق خفيفة صباحا تزول بالشرب	false
انسداد أنف جزئي دون ألم وجه أو حمى	false
تهيج أنفي بسيط بعد هواء بارد دون نزيف	false
رشح خفيف مع حاسة شم طبيعية ودون حمى	false
كحة خفيفة عابرة بعد زكام دون صفير	false
حكة حلق معتادة مع حساسية موسمية دون تورم	false
إفرازات أنفية قليلة شفافة دون تعب عام	false
احتقان بسيط يتحسن دون حمى أو صداع شديد	false
جفاف حلق بعد النوم والفم مفتوح دون ألم شديد	false
عطاس بعد تنظيف غرفة زال بمغادرتها	false
جرح عميق بالذراع مع نزيف لا يتوقف	true
كسر ظاهر مع خروج العظم من الجلد	true
إصابة بالساق مع قدم باردة وعديمة الإحساس	true
سقوط من ارتفاع مع ألم رقبة وضعف الأطراف	true
حادث سير مع صعوبة تنفس وألم بطني	true
بتر إصبع مع نزيف مستمر	true
إصابة سحق باليد مع تورم شديد وخدر	true
جرح نافذ بالصدر مع ضيق تنفس	true
طعن بالبطن مع شحوب وتعرق	true
نزيف غزير بفروة الرأس مع تشوش	true
إصابة بالفخذ مع تشوه ونبض سريع	true
ألم متصاعد شديد تحت جبيرة مع خدر الأصابع	true
سقوط مع عجز عن تحريك الساق وألم شديد	true
إصابة بالعنق مع بحة وصعوبة تنفس	true
جرح عميق بالفخذ مع دم يندفع بنبض	true
خدش صغير بالساعد توقف نزفه دون تلوث	false
كدمة صغيرة بالذراع مع حركة طبيعية	false
احتكاك سطحي بالكعب دون صديد أو حمى	false
جرح ورقي بسيط بالإصبع دون نزيف مستمر	false
ألم خفيف بعد اصطدام الركبة مع مشي طبيعي	false
كدمة قديمة تتلاشى دون تورم متزايد	false
خدش سطحي بالساق دون احمرار منتشر	false
ألم بسيط بالكتف بعد اصطدام خفيف يتحسن	false
سحجة صغيرة بالكوع دون ألم شديد أو إفرازات	false
انزعاج خفيف بإصبع بعد ارتطام دون تشوه	false
كدمة صغيرة بالفخذ دون صعوبة حركة	false
خدش ظفر سطحي دون نزيف أو التهاب	false
ألم موضعي خفيف فوق كدمة تتحسن تدريجيا	false
احتكاك بسيط باليد بعد عمل يدوي دون جرح عميق	false
إصابة سطحية صغيرة بالركبة مع حركة كاملة	false
حرق بالوجه مع بحة وسخام حول الفم	true
حرق واسع بالبطن والفخذين مع دوخة	true
حرق كهربائي مع فقدان وعي	true
حرق كيميائي بالعين مع ألم شديد	true
حرق عميق يحيط بالذراع مع برودة الأصابع	true
حروق بعد انفجار مع ضيق تنفس	true
حرق بالعنق مع تورم وصعوبة بلع	true
حرق واسع مع شحوب وانخفاض ضغط	true
حرق باليد مع جلد متفحم وفقدان إحساس	true
حرق بماء ساخن يغطي معظم صدر رضيع	true
حرق بعد صاعقة مع اضطراب وعي	true
استنشاق بخار ساخن مع صعوبة تنفس	true
ضيق تنفس مفاجئ مع ألم عند الشهيق	true
اختناق مفاجئ مع عجز عن السعال	true
تنفس مجهد مع فقدان الوعي	true
سعال دموي غزير مع دوخة	true
صفير شديد مع صعوبة إكمال جملة	true
ضيق تنفس أثناء الراحة مع زرقة	true
توقف التنفس بعد جرعة دواء	true
ضيق تنفس شديد بعد استنشاق دخان	true
تنفس بطيء مع نعاس يصعب إيقاظه	true
ضيق تنفس متفاقم مع تشوش	true
سعال مع دم وألم صدري شديد	true
تنفس سريع مع برودة وتعرق شديد	true
ألم صدري مع انخفاض شديد بالأكسجين	true
ضيق تنفس شديد بعد عملية حديثة	true
تورم ساق مفاجئ مع ضيق تنفس	true
اختناق أثناء الطعام مع زرقة	true
صفير شديد لا يتحسن بالعلاج الموصوف	true
إصابة صدر مع صعوبة تنفس شديدة	true
بلغم رغوي وردي مع اختناق	true
ضعف التنفس بعد التعرض لغاز	true
سعال خفيف يوم واحد دون حمى أو ضيق تنفس	false
رشح بسيط مع نشاط طبيعي وتنفس مريح	false
عطاس متفرق بعد الغبار دون صفير	false
انسداد أنف خفيف دون صعوبة تنفس	false
سعال جاف بسيط بعد زكام يتحسن	false
حكة أنفية خفيفة دون أعراض أخرى	false
إفراز أنفي شفاف دون حمى أو ألم	false
سعال خفيف صباحي دون دم أو ضيق	false
تهيج حلق بسيط بالهواء الجاف دون اختناق	false
عطاس بعد عطر زال بالابتعاد عنه	false
احتقان بسيط يتحسن دون حرارة	false
رشح خفيف مع شهية طبيعية	false
سعال متباعد دون ألم صدري أو حمى	false
جفاف أنف بسيط دون نزيف	false
تنقيط أنفي خلفي خفيف دون ضيق تنفس	false
حكة أنف موسمية مع تنفس طبيعي	false
سعال بسيط يتحسن مع السوائل دون إنذارات	false
احتقان صباحي خفيف يزول خلال اليوم	false
عطاس خفيف دون تورم أو صفير	false
مخاط أنفي قليل دون ألم أو حمى	false
ألم صدر ساحق مع غثيان وتعرق	true
ضغط صدري مع إغماء مفاجئ	true
ألم صدري يمتد للظهر مع انهيار	true
خفقان شديد مع فقدان الوعي	true
ألم صدري مستمر مع شحوب شديد	true
تسارع قلب مع هبوط ضغط وإغماء	true
بطء قلب شديد مع تشوش	true
ألم صدر جديد مع صعوبة التنفس	true
ضغط بالصدر أثناء الراحة مع تعرق	true
خفقان مع ألم صدري وضيق تنفس	true
إغماء أثناء المجهود مع ألم صدر	true
ألم ممزق بالصدر والظهر فجأة	true
ألم صدر مع ضعف مفاجئ بطرف	true
خفقان مستمر مع قرب فقدان الوعي	true
ضيق تنفس حاد مع تورم شديد بالساقين	true
ألم صدري مع قيء وبرودة الأطراف	true
ضغط صدري مفاجئ يمتد للرقبة	true
انهيار مفاجئ مع غياب التنفس الطبيعي	true
ألم صدر بعد منشط مع خفقان شديد	true
إغماء متكرر مع نبض شديد الاضطراب	true
ألم سطحي خفيف بعضلة الصدر بعد تمرين دون ضيق	false
وخز موضعي خفيف بجلد الصدر دون أعراض أخرى	false
شد خفيف بالكتف بعد تمرين يتحسن بالراحة	false
ألم عضلي خفيف أعلى الظهر مع الحركة فقط	false
حكة خفيفة بجلد الصدر دون طفح منتشر	false
ألم خفيف بعضلة الذراع بعد تمرين دون تورم	false
كدمة صغيرة بجدار الصدر دون ألم تنفسي	false
شد خفيف بعضلات الرقبة بعد نوم غير مريح	false
تعب خفيف بعد سهر يزول بالنوم	false
وعي عابر بنبض القلب بعد قهوة زال دون أعراض	false
ألم سطحي خفيف عند ضغط كدمة قديمة	false
تيبس كتف خفيف صباحي يتحسن بالحركة	false
شد خفيف بين الكتفين بعد جلوس طويل	false
ألم خفيف بعضلة الظهر بعد حمل حقيبة	false
تعب بسيط بعد مجهود معتاد دون ألم أو ضيق	false
حكة موضعية تحت حزام حقيبة دون تورم	false
انزعاج خفيف بعضلة الصدر مع مد الذراع فقط	false
تيبس خفيف أعلى الظهر دون إصابة أو خدر	false
ألم خفيف حول لوح الكتف يتحسن بالراحة	false
إجهاد عضلي خفيف بعد تنظيف المنزل دون إنذارات	false
اعوجاج مفاجئ بالفم مع ثقل الكلام	true
شلل مفاجئ بالساق اليسرى	true
صداع صاعق بلغ ذروته خلال ثوان	true
تشنج أول مرة مع استمرار اضطراب الوعي	true
ضعف مفاجئ بنصف الجسم مع دوار	true
فقدان الكلام المفاجئ مع ارتباك	true
صداع شديد بعد إصابة مع نعاس	true
دوار مفاجئ مع عجز عن المشي	true
خدر مفاجئ بالوجه والذراع في جهة واحدة	true
ارتباك حاد مفاجئ مع صعوبة الاستيقاظ	true
تشنجات متتابعة دون استعادة الوعي	true
صداع شديد مع حمى وتيبس رقبة	true
صداع مفاجئ مع ازدواج الرؤية وضعف	true
ضعف متصاعد بالساقين مع صعوبة التنفس	true
فقدان التحكم بالبول مع خدر بمنطقة العجان	true
ألم ظهر مع شلل جديد بالساقين	true
عدم اتزان مفاجئ مع صعوبة الكلام	true
تدلي مفاجئ بالجفن مع صداع شديد	true
تدهور الوعي بعد سقوط على الرأس	true
صداع شديد جديد مع إغماء	true
صداع خفيف معتاد بعد سهر دون إنذارات	false
شد خفيف بفروة الرأس بعد ربط الشعر	false
صداع خفيف يتحسن بالراحة دون أعراض عصبية	false
تنميل عابر باليد بعد الاتكاء زال تماما	false
وخز عابر بالقدم بعد الجلوس زال بالحركة	false
صداع خفيف بعد شاشة يتحسن بالاستراحة	false
إجهاد ذهني بسيط بعد يوم طويل دون ارتباك	false
رعشة خفيفة عابرة بعد قهوة زالت	false
شد خفيف بالرقبة دون حمى أو صداع شديد	false
نعاس معتاد بعد ليلة قصيرة مع يقظة طبيعية	false
صداع خفيف مألوف دون تغير بالنمط	false
تنميل عابر بالذراع أثناء النوم زال تماما	false
ألم خفيف بعضلات مؤخرة الرأس بعد جلوس	false
إرهاق بسيط يتحسن بالنوم دون ضعف موضعي	false
صداع خفيف مع جوع زال بعد الطعام	false
حساسية خفيفة بفروة الرأس بعد تسريحة مشدودة	false
تشتت بسيط بعد قلة نوم دون تغير بالوعي	false
شد رقبة خفيف بعد قراءة طويلة دون خدر	false
تنميل عابر بالساق بعد القرفصاء زال	false
صداع بسيط متراجع دون حمى أو إصابة	false
ألم بطني شديد مع إغماء	true
قيء دم أحمر بكميات كبيرة	true
براز دموي غزير مع دوخة	true
ألم بطني مفاجئ مع تعرق وبرودة	true
ألم شديد بالبطن مع انقطاع الغازات والقيء	true
ألم أعلى البطن مع ضيق تنفس وتعرق	true
ألم بطني متفاقم مع تشوش وحمى	true
قيء أخضر مع ألم بطني شديد	true
بطن شديد الحساسية مع حمى مرتفعة	true
ألم بطني بعد إصابة مع ضعف شديد	true
إسهال شديد مع قلة بول وتشوش	true
ألم بطني مع قيء وعدم تحمل السوائل	true
براز أسود قطراني مع خفقان ودوخة	true
قيء دموي مع شحوب وبرودة	true
ألم شديد أسفل البطن مع إغماء	true
ألم بطني شديد مع اصفرار وحمى	true
انتفاخ بطني حاد مع قيء مستمر	true
ألم بطني مفاجئ مع انخفاض الضغط	true
نزيف شرجي غزير مع ضعف شديد	true
غازات خفيفة بعد وجبة دون ألم شديد	false
تجشؤ بسيط بعد مشروب غازي دون إنذارات	false
امتلاء خفيف بعد الأكل يزول تلقائيا	false
إمساك يوم واحد دون ألم أو قيء	false
ليونة براز مرة واحدة دون دم أو حمى	false
قرقرة بطن دون ألم أو أعراض أخرى	false
انتفاخ بسيط بعد الحليب دون قيء أو ضيق	false
حموضة خفيفة مألوفة دون ألم صدري أو نزيف	false
غثيان خفيف عابر بعد سيارة زال	false
تجشؤ متفرق بعد الأكل دون صعوبة بلع	false
مغص خفيف زال بعد التبرز دون إنذارات	false
براز قاس قليلا دون نزف أو ألم شديد	false
شعور خفيف بالشبع بعد وجبة كبيرة	false
غازات بعد العدس دون حمى أو ألم شديد	false
انزعاج بطني بسيط عابر دون قيء	false
حموضة بسيطة بعد طعام حار دون إنذارات	false
انتفاخ خفيف آخر اليوم يزول صباحا	false
إسهال خفيف مرتين مع شرب وتبول طبيعيين	false
غثيان بسيط زال بعد الراحة دون ألم	false
تغير بسيط بقوام البراز دون دم أو حمى	false
حمى مرتفعة مع تشوش وتنفس سريع	true
حمى مع طفح أرجواني لا يبهت بالضغط	true
قشعريرة شديدة مع هبوط الضغط	true
حمى بعد علاج كيميائي مع ضعف شديد	true
حمى مع صعوبة الاستيقاظ	true
عدوى جلدية تنتشر بسرعة مع ألم شديد	true
حمى مع برودة الأطراف وقلة البول	true
حمى مع صداع شديد وحساسية للضوء	true
احمرار جرح سريع الانتشار مع ارتباك	true
حمى مع ضيق تنفس وزرقة	true
تدهور عام سريع بعد عملية مع حمى	true
حمى مع إغماء متكرر	true
حمى مع تيبس الرقبة وقيء	true
عدوى مع تنفس سريع وتشوش مفاجئ	true
ألم شديد حول جرح مع اسوداد الجلد	true
حمى شديدة مع عجز عن شرب السوائل	true
حمى مع نزيف جلدي واضطراب وعي	true
حمى مع رجفة وهبوط ضغط بعد إجراء طبي	true
حمى مع ألم شديد بالخاصرة وارتباك	true
حمى مع ضعف شديد ونبض سريع جدا	true
زكام خفيف دون حمى أو صعوبة تنفس	false
رشح بسيط يتحسن مع نشاط معتاد	false
التهاب حلق خفيف دون حمى أو صعوبة بلع	false
سعال خفيف بعد زكام دون تدهور	false
خدش نظيف صغير دون احمرار أو قيح	false
بثرة صغيرة دون انتشار احمرار أو حمى	false
احتقان خفيف بالحلق مع شرب طبيعي	false
تقرح فم صغير دون حمى أو صعوبة أكل	false
رشح وعطاس خفيفان دون إنهاك	false
حبة سطحية صغيرة تتحسن دون ألم شديد	false
قشرة صغيرة فوق خدش ملتئم دون إفرازات	false
ألم حلق بسيط يتحسن دون حرارة	false
إفراز أنفي خفيف مع تنفس طبيعي	false
إرهاق بسيط بعد زكام يتحسن يوميا	false
سعال متناقص دون حمى أو دم	false
جفاف حلق صباحي يزول بالشرب	false
خدش سطحي ملتئم دون تورم	false
حكة خفيفة حول جرح ملتئم دون احمرار	false
بثور قليلة سطحية دون حرارة أو ألم	false
رشح متراجع مع شهية ونشاط طبيعيين	false
جرح عميق مع نزيف نابض	true
سقوط مرتفع مع ألم ظهر وضعف الساقين	true
حادث سيارة مع ألم بطن ودوخة	true
كسر مفتوح مع نزيف شديد	true
إصابة رأس مع فقدان الوعي	true
إصابة رقبة مع صعوبة التنفس	true
جرح صدر نافذ مع ضيق تنفس	true
إصابة بطن نافذة مع شحوب	true
سحق ساق مع تورم وألم شديد	true
تشوه ساق مع قدم باردة وخدر	true
سقوط مع ارتباك وقيء متكرر	true
نزيف لا يتوقف رغم الضغط المباشر	true
إصابة حوض مع إغماء وألم شديد	true
ضربة صدر مع سعال دموي	true
إصابة عين بجسم نافذ	true
سقوط مع فقدان الإحساس بالساقين	true
جرح عميق بالرقبة مع نزيف	true
إصابة قوية بالبطن مع تصلب	true
سحق يد مع أصابع زرقاء وباردة	true
خدش صغير بالساعد توقف نزفه	false
كدمة خفيفة بالفخذ مع مشي طبيعي	false
احتكاك سطحي بالكوع دون تورم	false
كدمة صغيرة بالذراع دون خدر	false
خدش بسيط بالركبة دون صعوبة حركة	false
رض خفيف بالساق دون ألم متزايد	false
جرح ورقي صغير نظيف توقف نزفه	false
كدمة سطحية تتحسن دون تورم	false
خدش بسيط بالإصبع دون جسم غريب	false
احتكاك خفيف بالكعب دون التهاب	false
رض خفيف بالكتف مع حركة كاملة	false
خدش سطحي بالظهر دون نزيف مستمر	false
كدمة صغيرة بعد اصطدام بطاولة دون إنذارات	false
ألم خفيف بعد رض بالإصبع دون تشوه	false
خدش نظيف براحة اليد دون فقد إحساس	false
سحجة صغيرة بالساق دون احمرار منتشر	false
كدمة قديمة يتغير لونها دون ألم جديد	false
ألم خفيف بالركبة بعد اصطدام دون تورم	false
خدش صغير بالمعصم مع حركة طبيعية	false
رض سطحي بالفخذ يتحسن بالراحة	false
تورم الشفتين مع صفير بعد طعام	true
طفح منتشر مع إغماء بعد حقنة	true
حكة شديدة مع اختناق بعد مكسرات	true
تورم الحلق مع صعوبة البلع والتنفس	true
لسعة حشرة مع ضيق تنفس ودوخة	true
شرى منتشر مع هبوط ضغط	true
حساسية دواء مع بحة مفاجئة واختناق	true
تورم اللسان مع سيلان لعاب وصعوبة تنفس	true
طفح بعد مضاد حيوي مع انهيار	true
تورم الوجه مع تنفس صاخب	true
قيء متكرر وشرى وضيق تنفس بعد طعام	true
لسعات متعددة مع إغماء وصفير	true
احمرار مفاجئ مع تورم حلق بعد دواء	true
تفاعل تحسسي مع تشوش وبرودة	true
شرى سريع الانتشار مع ألم صدري وضيق	true
تورم داخل الفم مع صعوبة الكلام والتنفس	true
حساسية بعد حقنة مع نبض ضعيف	true
صفير وتورم شفتين بعد سمك	true
حكة عامة مع دوخة شديدة وتورم لسان	true
تفاعل تحسسي متفاقم مع فقدان الوعي	true
حكة بسيطة موضعية بعد منظف دون تورم وجه	false
احمرار خفيف تحت ساعة اليد دون انتشار	false
عطاس بعد غبار دون ضيق أو طفح	false
بقعة حكة صغيرة بعد لدغة دون أعراض عامة	false
تهيج خفيف بعد كريم زال بغسله	false
حكة موضعية تحت خاتم دون ألم شديد	false
احمرار بسيط بعد لاصق طبي دون بثور	false
رشح موسمي خفيف دون صفير	false
حكة خفيفة بالجلد بعد صوف دون تورم	false
دموع خفيفة مع غبار دون ألم أو تغير رؤية	false
تهيج بسيط بعد عطر دون أعراض تنفسية	false
بقعة جافة حاكة صغيرة دون انتشار	false
حكة بسيطة بفروة الرأس بعد شامبو دون تورم	false
احمرار خفيف بمكان سوار دون حرارة	false
عطاس موسمي متفرق مع نشاط طبيعي	false
حكة موضعية بالكاحل بعد لدغة دون تورم منتشر	false
تهيج جلدي محدود بعد صابون دون بثور	false
احمرار بسيط بعد احتكاك قماش دون ألم	false
حكة خفيفة خلف الأذن بعد نظارة دون انتشار	false
تحسس جلدي محدود يتحسن دون أعراض عامة	false
فقدان مفاجئ للرؤية في العينين	true
ألم عين شديد مع غثيان وتشوش رؤية	true
مادة كيميائية دخلت العين مع حرقان شديد	true
ستار أسود مفاجئ على مجال الرؤية	true
ومضات وعوائم جديدة مع نقص الرؤية	true
إصابة عين مع نزيف وفقدان رؤية	true
احمرار عين شديد مع ألم وحساسية ضوء	true
تورم حول العين مع حمى وصعوبة تحريكها	true
ازدواج رؤية مفاجئ مع ضعف بالذراع	true
ألم عين بعد ضربة مع تشوش شديد	true
انخفاض مفاجئ بالرؤية بعد جراحة عين	true
جسم معدني سريع أصاب العين	true
ألم عين شديد بعد ارتداء عدسات مع ضعف رؤية	true
بروز مفاجئ للعين مع ألم وحمى	true
حرق حراري بالعين مع ضعف الرؤية	true
فقدان جزء من مجال الرؤية فجأة	true
ألم شديد بالعين مع هالات وقيء	true
جرح بالجفن مع إصابة مقلة العين	true
تورم عين سريع مع نقص الرؤية	true
تشوش مفاجئ بالرؤية مع صداع صاعق	true
جفاف خفيف بالعين بعد شاشة دون ألم أو تغير رؤية	false
حكة خفيفة بالجفنين دون تورم أو ألم	false
دموع عابرة مع الهواء دون نقص رؤية	false
إجهاد عين خفيف يتحسن بالاستراحة	false
قشور بسيطة بحافة الجفن دون ألم أو تغير رؤية	false
حرقان خفيف عابر بعد شاشة زال بالراحة	false
ارتعاش بسيط بالجفن دون أعراض أخرى	false
حكة موسمية بالعين دون ألم أو تشوش	false
جفاف خفيف صباحي دون احمرار شديد	false
دموع خفيفة عند التثاؤب دون أعراض أخرى	false
تهيج خفيف من مروحة زال بالابتعاد	false
ثقل بسيط بالجفنين بعد سهر دون تغير رؤية	false
حكة خفيفة حول العين بعد مستحضر دون تورم	false
قشور قليلة بالرموش دون احمرار شديد	false
جفاف عين متقطع دون ألم أو حساسية ضوء	false
إجهاد بصري خفيف بعد قراءة طويلة دون تشوش مستمر	false
دموع مع تقطيع بصل زالت تماما	false
ارتعاش جفن بعد قهوة دون ضعف أو ازدواج	false
حكة سطحية بالجفن دون إفرازات أو ألم	false
انزعاج خفيف مع هواء جاف دون نقص رؤية	false
نزيف أنفي غزير مع دوخة وشحوب	true
تورم حلق مع عجز عن بلع اللعاب	true
ألم حلق شديد مع صوت مكتوم وصعوبة تنفس	true
نزيف فم غزير لا يتوقف	true
تورم رقبة سريع مع اختناق	true
جسم غريب بالحلق مع صعوبة التنفس	true
نزيف بعد جراحة لوزتين مع قيء دم	true
ألم أذن مع تورم خلفها وحمى شديدة	true
تورم أرضية الفم مع صعوبة التنفس	true
عدوى سن مع تورم رقبة وصعوبة بلع	true
نزيف أنفي مستمر مع قرب الإغماء	true
صعوبة فتح الفم مع تورم حلق واختناق	true
فقدان سمع مفاجئ خلال ساعات	true
سيلان لعاب مع تنفس صاخب وحمى	true
إصابة وجه مع انسداد مجرى التنفس	true
تورم لسان سريع بعد إجراء أسنان	true
دوار شديد مع فقدان سمع مفاجئ وعجز عن المشي	true
ألم حلق شديد مع تيبس رقبة وتدهور عام	true
نزيف غزير بعد خلع سن مع ضعف شديد	true
حروق بالفم مع بحة وصعوبة التنفس	true
بحة خفيفة بعد غناء دون صعوبة بلع	false
جفاف حلق بسيط يزول بالماء	false
حكة خفيفة بصيوان الأذن دون ألم أو إفرازات	false
انسداد أنف بسيط دون حمى أو ألم شديد	false
تقرح صغير بالخد من الداخل دون تورم	false
نزف لثة قليل مع التفريش توقف سريعا	false
تشقق خفيف بزاوية الفم دون التهاب منتشر	false
رائحة فم دون ألم أو تورم أو حمى	false
حساسية سن خفيفة للبارد تزول سريعا دون تورم	false
تهيج حلق خفيف بعد كلام طويل دون حمى	false
قشرة بسيطة بمدخل الأنف دون نزف مستمر	false
جفاف شفاه بسيط دون تقرحات عميقة	false
ألم بسيط باللثة بعد طعام قاس دون تورم	false
حكة خفيفة خلف الأذن دون احمرار منتشر	false
احتقان أنف موسمي خفيف دون ألم وجهي	false
قرحة فموية صغيرة واحدة مع أكل طبيعي	false
بحة متراجعة بعد إجهاد صوتي دون إنذارات	false
إحساس جفاف بالفم بعد نوم زال بالشرب	false
حساسية سن خفيفة للحلو دون ألم مستمر	false
تهيج بسيط بطرف اللسان بعد طعام ساخن دون تورم	false
انقطاع البول مع ألم شديد أسفل البطن	true
ألم خاصرة شديد مع حمى ورجفة	true
دم غزير بالبول مع جلطات واحتباس	true
